8.667429612101974490e-01,5.144998751378938806e+00
8.632735074069327608e-01,4.722651561820218724e+00
7.893102318581267651e-01,4.211238795090768150e+00
7.159645773949409042e-01,3.784526056374434955e+00
8.623244308585059636e-01,5.040857645456173763e+00
9.278777306645311640e-01,5.504426144667016629e+00
9.108558702539070184e-01,5.163249205038479950e+00
7.553215457653991161e-01,3.788069822625488747e+00
7.859307935750172724e-01,4.139292831199171907e+00
6.602843069722651448e-01,3.259129567577851549e+00
9.202005088868635552e-01,5.475958608018282270e+00
9.007735346617907757e-01,5.141536607045154916e+00
9.361560440124959692e-01,5.246741986860500973e+00
7.641429828928312240e-01,4.051648364349115461e+00
9.109635768544304124e-01,5.377138287801769501e+00
8.345133429857667373e-01,4.678503185140536758e+00
8.907328538355695491e-01,5.176351093501836864e+00
8.509501483321717519e-01,4.808530530803191816e+00
9.350680214542465007e-01,5.314879715136624938e+00
9.122371210138211506e-01,5.005236258674726990e+00
9.361726570988807561e-01,5.346877245822398095e+00
9.071058011734689508e-01,5.138221367156955210e+00
7.469215675420909362e-01,4.000770364925901212e+00
7.641094021685731486e-01,4.186827810576489561e+00
7.874107040814307679e-01,4.024365784311101812e+00
9.019335333913220953e-01,4.987273234095255248e+00
8.212116786515629707e-01,4.572877829881905498e+00
7.537772370421939039e-01,3.659860717124650442e+00
9.188466689011250965e-01,5.356075967554217776e+00
6.171762927176710489e-01,3.112280081297369883e+00
8.306209098816829117e-01,4.311269207487756994e+00
9.243021939079879568e-01,5.487792966054906962e+00
9.396179841444679548e-01,5.576289798848007351e+00
8.667667317679222938e-01,4.755342605647718379e+00
8.786968367777023836e-01,4.745307583282190933e+00
8.158909764402857423e-01,4.581807034925406974e+00
8.043684641336942276e-01,4.093918013059584915e+00
8.145277834719840682e-01,4.785266246873086438e+00
8.713704881669306346e-01,5.153100134384506426e+00
8.161722409487369712e-01,4.808677523529806486e+00
9.250879831867194758e-01,5.502852992406049637e+00
8.956847010303901069e-01,5.294867760022259340e+00
7.137981755098908865e-01,3.678254200861754697e+00
9.558401217646254056e-01,5.414365881222441779e+00
7.273473583690714950e-01,3.724054731580875188e+00
8.453230302378053063e-01,4.648671269000467454e+00
9.167669531033348918e-01,5.202984724814416317e+00
8.480411587824581154e-01,4.541036725577918709e+00
8.987439462124192646e-01,5.032512448924063797e+00
8.744508983736547503e-01,4.470666440544673215e+00
6.720747831639581893e-01,3.552866824122578482e+00
8.109496964506485162e-01,4.631729759920546030e+00
8.580561859100817035e-01,5.075519139595590978e+00
8.576874511071792551e-01,4.426981026382040163e+00
7.958512488923772388e-01,4.444868100515996900e+00
8.839255494273410285e-01,5.124369297936953060e+00
9.050120337099413215e-01,4.963861668904110402e+00
9.362737287018940702e-01,5.333110072222615017e+00
7.960694513135263550e-01,4.025765173168705857e+00
8.382442144094831571e-01,4.275660911937641195e+00
8.138627324946641206e-01,4.864266912485117444e+00
8.807195187475349574e-01,5.029586817278941524e+00
8.940154301049871854e-01,4.918186887121078321e+00
7.986345897348711143e-01,4.581370996771162218e+00
8.412890966995536512e-01,4.895279733550648160e+00
9.387119276200885931e-01,5.375305680425008781e+00
7.702608626708791206e-01,4.283751472739862898e+00
8.845902904004923073e-01,5.190470360746899381e+00
9.115200277418826769e-01,5.140089309019904462e+00
6.569885562894842712e-01,3.688568130612994267e+00
9.644578287551072160e-01,5.519196665404900060e+00
8.068996136138809616e-01,4.596514749289314139e+00
7.943793005388332107e-01,4.106443253255156911e+00
7.466808055842076852e-01,3.576077059838233652e+00
9.185821868074449670e-01,4.742647857057431970e+00
