7.539533809478483617e-01,3.917282282224555878e+00
8.881786863993151870e-01,4.564604783704869995e+00
9.074494966861026413e-01,5.403297016029090294e+00
7.440743924503309126e-01,3.837641503406874932e+00
9.420740178203440562e-01,5.447606462255962789e+00
9.277022997336787924e-01,5.188521462128075967e+00
7.536219350966587571e-01,3.838650342131786797e+00
8.742751595559097311e-01,5.174259766136684036e+00
8.698070213668408490e-01,4.807977572101006736e+00
8.839511478821556745e-01,4.910940546996338973e+00
9.493427271135670420e-01,5.197609291817732569e+00
8.591683792159935384e-01,4.878816370506336320e+00
8.946239712600398963e-01,5.257814951888176935e+00
7.810355392797462271e-01,3.976072977761965443e+00
9.176282234445468644e-01,5.027080990657292858e+00
9.649591281296034939e-01,5.408378954389664095e+00
9.163505076299046648e-01,5.058450326367032623e+00
9.338549207976137856e-01,5.140881862374586220e+00
6.969292941494633631e-01,3.889968536733115378e+00
8.567645129296059814e-01,4.895770189007518702e+00
7.994396159758815346e-01,3.833374733142505875e+00
7.827191489283109593e-01,3.741964076097143987e+00
9.112794697508861397e-01,5.283277859028114420e+00
7.918914132874795841e-01,4.574757092228837863e+00
8.908425658669667513e-01,4.903540535796942379e+00
7.738049177118137001e-01,4.036702253090076908e+00
9.635419223696881641e-01,5.431594253830264840e+00
9.637677563786504198e-01,5.694519658094316483e+00
9.145141494226721735e-01,4.748891819947449022e+00
8.246788163820500950e-01,4.485580706482116042e+00
8.180219415140554950e-01,4.634996215156553134e+00
9.617520506331168617e-01,5.456233354059450313e+00
9.073677176691679058e-01,5.083754971219241803e+00
8.273990959576128512e-01,4.198349284117330882e+00
8.171971649094139645e-01,4.588111727807892670e+00
7.009493239152555510e-01,3.892044097647387790e+00
7.672343602716391597e-01,4.057564557939181249e+00
4.838429593843377452e-01,2.357519818020984204e+00
9.259674170456959619e-01,5.180290810769847099e+00
9.369587268514135703e-01,5.603317215570780441e+00
8.676005158475611490e-01,5.064694982662663492e+00
8.012806331175169605e-01,4.439019012467595005e+00
8.425232245986088442e-01,4.984818418070140922e+00
8.821101977071892364e-01,4.973769701426118850e+00
8.679945945245413075e-01,4.605822032266170041e+00
9.651699250857734835e-01,5.524855564244861128e+00
9.014873332487386426e-01,4.694438221663114419e+00
5.715242292939567426e-01,2.873594559548645400e+00
9.308762394433215404e-01,5.513560405858545899e+00
8.816071218637204776e-01,4.662507330721624044e+00
8.890573883838435165e-01,4.842775527296853788e+00
7.763876135133732648e-01,4.203360061246659285e+00
9.291988202906769079e-01,5.001564713671026396e+00
9.800260786791896717e-01,5.447395236563813192e+00
8.453482950375891258e-01,4.804823766975560240e+00
7.840831132208210263e-01,4.052694497710571220e+00
4.703970606456198689e-01,2.267522317529290898e+00
8.139060557416490926e-01,4.765461605118069599e+00
7.442519375367159240e-01,3.700067813193328448e+00
8.203103211212748880e-01,4.387953057909932397e+00
9.531898183854622397e-01,5.440499220652601053e+00
7.828439640060830262e-01,4.010582046545134283e+00
6.784237690735529513e-01,3.416635479816913623e+00
9.537969401708388251e-01,5.250876869211656306e+00
9.308649684242512601e-01,4.832469527768012973e+00
7.873679375654309975e-01,4.281057189055176515e+00
9.790815962200477562e-01,5.473169903223624289e+00
8.133375184601080443e-01,4.508783890251624626e+00
9.084407979747817219e-01,5.362256245082059891e+00
7.835022253278718374e-01,4.008869289367139821e+00
9.001194216619549104e-01,4.802439520679544493e+00
7.376933508723242383e-01,3.761743070937803246e+00
8.574738077175966255e-01,4.595771920186390247e+00
8.610115395424642326e-01,4.836334095278024492e+00
9.138110587586302236e-01,5.395498212960887052e+00
8.792037954796916299e-01,4.858890525280536110e+00
7.953117571453597323e-01,4.152083157968571747e+00
8.381756079044194729e-01,4.579566838216896585e+00
7.966968162746052018e-01,3.823512299568833761e+00
9.027178659326123844e-01,4.991715375514304220e+00
9.062651759367462700e-01,5.316091825424860140e+00
8.788384103145170378e-01,4.653207589145402778e+00
8.784273683226749840e-01,5.191124527077287887e+00
9.367795686330429028e-01,5.634608219904632342e+00
8.932459381351388616e-01,4.998702999239388767e+00
8.922464482468284164e-01,5.139509153611267145e+00
9.303265620861734808e-01,5.519251376113730956e+00
9.366896590368040121e-01,5.550260939340385669e+00
8.369010161187304675e-01,4.476378206246824476e+00
8.118567541063151927e-01,4.493121145877070788e+00
8.516709333701824036e-01,4.555132228623957502e+00
5.689785556072477490e-01,3.062120335766113310e+00
8.976920371492671524e-01,5.076109705293142760e+00
9.267369164064400699e-01,4.783358480817606839e+00
8.271398684460704587e-01,4.575849970420839519e+00
3.399890781612123769e-01,1.434962861443734194e+00
8.960235870196610053e-01,4.596545555063778821e+00
8.420831364088458004e-01,4.654452073840148252e+00
7.950212987194280601e-01,4.736713624454816696e+00
9.563070102446301624e-01,5.344026093483820183e+00
7.658234741195516504e-01,4.080730414266442452e+00
8.969790858429409486e-01,5.339416033135340633e+00
8.538417940269675821e-01,4.905267001012825645e+00
8.993126899312549050e-01,5.286921161303657968e+00
7.727792845831911173e-01,3.813696246097876941e+00
9.868468660808943360e-01,5.589520108386897945e+00
6.470406093127939462e-01,3.380392385088593077e+00
8.872023651274582035e-01,4.982247332993265054e+00
9.156852163511222109e-01,5.146935178439941083e+00
9.044577721568657358e-01,5.395209017867705015e+00
6.610016131487236324e-01,3.110333011397424574e+00
9.000029143838270684e-01,5.337720342873191193e+00
7.288023014950115730e-01,3.503436280499093503e+00
9.289202558983630231e-01,5.204480826834282148e+00
9.154840691593256752e-01,5.115634652746315680e+00
9.284436065590657705e-01,5.562452781586862294e+00
